STATE,MONTH_NAME,EVENT_TYPE,CZ_NAME,INJURIES_DIRECT,INJURIES_INDIRECT,total injuries,DEATHS_DIRECT,DEATHS_INDIRECT,total deaths,DAMAGE_PROPERTY,DAMAGE_CROPS,DAMAGE_PROPERTY_FIXED,DAMAGE_CROPS_FIXED,DAMAGE_SUM,OUR_METRIC
KENTUCKY,June,Flood,LEWIS,0,0,0,0,0,0,4.00K,0.00K,4000,0,4000,0.000266667
OHIO,April,Flood,KNOX,0,0,0,0,0,0,4.00K,0.00K,4000,0,4000,0.000266667
OHIO,April,Flood,RICHLAND,0,0,0,0,0,0,4.00K,0.00K,4000,0,4000,0.000266667
NEBRASKA,May,Flood,BUTLER,0,0,0,0,0,0,1.00K,3.00K,1000,3000,4000,0.000266667
FLORIDA,April,Tornado,MONROE,0,0,0,0,0,0,4.00K,0.00K,4000,0,4000,0.000266667
MISSISSIPPI,September,Tropical Depression,GRENADA,0,0,0,0,0,0,4.00K,0.00K,4000,0,4000,0.000266667
SOUTH CAROLINA,October,Tropical Storm,COASTAL HORRY,0,0,0,0,0,0,4.00K,0.00K,4000,0,4000,0.000266667
OHIO,May,Flash Flood,HOCKING,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,September,Flash Flood,MADISON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
LOUISIANA,January,Flash Flood,IBERIA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
LOUISIANA,January,Flash Flood,VERMILION,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TENNESSEE,March,Flash Flood,COFFEE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TENNESSEE,March,Flash Flood,GRUNDY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
INDIANA,February,Flash Flood,VANDERBURGH,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TENNESSEE,March,Flash Flood,TROUSDALE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,March,Flash Flood,YAZOO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,April,Flash Flood,HINDS,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,April,Flash Flood,NESHOBA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,April,Flash Flood,LAUDERDALE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,April,Flash Flood,WARREN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
LOUISIANA,April,Flash Flood,RICHLAND,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TENNESSEE,April,Flash Flood,SUMNER,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WEST VIRGINIA,June,Flash Flood,BROOKE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,June,Flash Flood,WASHINGTON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,June,Flash Flood,WASHINGTON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,June,Flash Flood,WASHINGTON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,June,Flash Flood,ARMSTRONG,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,June,Flash Flood,ALLEGHENY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,June,Flash Flood,ALLEGHENY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,June,Flash Flood,ALLEGHENY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TEXAS,September,Flash Flood,DENTON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,September,Flash Flood,MCDOWELL,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TEXAS,September,Flash Flood,PECOS,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,September,Flash Flood,SHARKEY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TEXAS,September,Flash Flood,REAGAN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARKANSAS,June,Flash Flood,CHICOT,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,July,Flash Flood,MADISON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,July,Flash Flood,HINDS,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
AMERICAN SAMOA,October,Flash Flood,TUTUILA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,July,Flash Flood,CLARKE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,July,Flash Flood,ALBANY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW MEXICO,July,Flash Flood,MCKINLEY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEVADA,July,Flash Flood,CLARK,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEVADA,July,Flash Flood,CLARK,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,July,Flash Flood,INYO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WEST VIRGINIA,May,Flash Flood,SUMMERS,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSOURI,May,Flash Flood,OZARK,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
KENTUCKY,September,Flash Flood,MONTGOMERY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
VIRGINIA,May,Flash Flood,BEDFORD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
VIRGINIA,May,Flash Flood,HALIFAX,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
KENTUCKY,May,Flash Flood,BALLARD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WEST VIRGINIA,May,Flash Flood,KANAWHA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,May,Flash Flood,SURRY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,May,Flash Flood,AVERY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,July,Flash Flood,CORTLAND,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,July,Flash Flood,TIOGA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TEXAS,May,Flash Flood,EL PASO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
IDAHO,May,Flash Flood,ONEIDA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,July,Flash Flood,MOHAVE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,May,Flash Flood,POLK,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
VIRGINIA,May,Flash Flood,BOTETOURT,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,May,Flash Flood,CALDWELL,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,September,Flash Flood,ROWAN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,July,Flash Flood,CATTARAUGUS,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,August,Flash Flood,SAN BERNARDINO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,August,Flash Flood,SUSQUEHANNA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,September,Flash Flood,HOLMES,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,July,Flash Flood,CHAUTAUQUA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MASSACHUSETTS,September,Flash Flood,ESSEX,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,July,Flash Flood,BRADFORD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
KENTUCKY,September,Flash Flood,JEFFERSON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MICHIGAN,September,Flash Flood,MARQUETTE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,July,Flash Flood,BRADFORD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,July,Flash Flood,BRADFORD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
KENTUCKY,September,Flash Flood,JEFFERSON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MASSACHUSETTS,July,Flash Flood,ESSEX,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MASSACHUSETTS,July,Flash Flood,ESSEX,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
OKLAHOMA,August,Flash Flood,TULSA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,September,Flash Flood,SHARKEY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,September,Flash Flood,SAN BERNARDINO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,September,Flash Flood,BROOME,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,September,Flash Flood,OTSEGO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WEST VIRGINIA,July,Flash Flood,KANAWHA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,September,Flash Flood,BRADFORD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,September,Flash Flood,STEUBEN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,September,Flash Flood,BRADFORD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
VIRGINIA,September,Flash Flood,GILES,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,July,Flash Flood,CHEMUNG,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,August,Flash Flood,BRADFORD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
OHIO,September,Flash Flood,TRUMBULL,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ILLINOIS,September,Flash Flood,HAMILTON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
INDIANA,September,Flash Flood,VANDERBURGH,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,July,Flash Flood,ALLEGANY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,July,Flash Flood,ALLEGANY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,MOHAVE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,August,Flash Flood,SUSQUEHANNA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,MOHAVE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,August,Flash Flood,ULSTER,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,August,Flash Flood,BROOME,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,August,Flash Flood,BROOME,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,August,Flash Flood,BROOME,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,August,Flash Flood,BROOME,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,August,Flash Flood,CHEMUNG,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,August,Flash Flood,BRADFORD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,August,Flash Flood,BRADFORD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,August,Flash Flood,SUSQUEHANNA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW MEXICO,August,Flash Flood,COLFAX,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,August,Flash Flood,FORREST,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,August,Flash Flood,WASHINGTON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,August,Flash Flood,INYO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MARYLAND,May,Flash Flood,FREDERICK,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WEST VIRGINIA,June,Flash Flood,LEWIS,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
SOUTH CAROLINA,June,Flash Flood,YORK,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MICHIGAN,June,Flash Flood,DICKINSON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WEST VIRGINIA,June,Flash Flood,KANAWHA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,August,Flash Flood,OSWEGO,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TEXAS,June,Flash Flood,JEFFERSON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
IOWA,June,Flash Flood,FLOYD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MARYLAND,May,Flash Flood,CARROLL,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MARYLAND,May,Flash Flood,HOWARD,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,September,Flash Flood,PIMA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
GEORGIA,May,Flash Flood,TALBOT,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
OKLAHOMA,May,Flash Flood,CANADIAN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,December,Flash Flood,JASPER,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,December,Flash Flood,LAMAR,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,December,Flash Flood,CLARKE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,December,Flash Flood,ORANGE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,October,Flash Flood,YANCEY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,October,Flash Flood,HENDERSON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,October,Flash Flood,POLK,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,July,Flash Flood,LA PAZ,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
AMERICAN SAMOA,September,Flash Flood,TUTUILA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
AMERICAN SAMOA,September,Flash Flood,TUTUILA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,July,Flash Flood,PINAL,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,July,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TEXAS,October,Flash Flood,GLASSCOCK,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TEXAS,October,Flash Flood,GAINES,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,October,Flash Flood,IREDELL,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TENNESSEE,October,Flash Flood,WILLIAMSON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MASSACHUSETTS,July,Flash Flood,HAMPDEN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MASSACHUSETTS,July,Flash Flood,HAMPDEN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,GILA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,October,Flash Flood,CHAUTAUQUA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,October,Flash Flood,CHAUTAUQUA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,October,Flash Flood,CHAUTAUQUA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,October,Flash Flood,ERIE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,COCHISE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,October,Flash Flood,ERIE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEW YORK,October,Flash Flood,CHAUTAUQUA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,October,Flash Flood,WESTMORELAND,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TEXAS,October,Flash Flood,TARRANT,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,October,Flash Flood,ALLEGHENY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TEXAS,October,Flash Flood,WICHITA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
PENNSYLVANIA,October,Flash Flood,WESTMORELAND,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MOHAVE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,November,Flash Flood,RIVERSIDE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WISCONSIN,August,Flash Flood,FOND DU LAC,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TENNESSEE,November,Flash Flood,SUMNER,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,July,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,July,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,July,Flash Flood,PINAL,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,YUMA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,LA PAZ,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,September,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,LA PAZ,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,November,Flash Flood,RANKIN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,November,Flash Flood,MADISON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSISSIPPI,November,Flash Flood,FORREST,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,LA PAZ,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,GILA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,August,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,MARICOPA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,LA PAZ,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ARIZONA,October,Flash Flood,PINAL,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NEBRASKA,June,Flash Flood,CUMING,0,0,0,0,0,0,0.00K,5.00K,0,5000,5000,0.000333333
WISCONSIN,February,Flood,JEFFERSON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WISCONSIN,February,Flood,GREEN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WISCONSIN,February,Flood,LAFAYETTE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
VIRGINIA,February,Flood,WISE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MASSACHUSETTS,January,Flood,ESSEX,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WISCONSIN,February,Flood,WALWORTH,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WISCONSIN,February,Flood,RACINE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WISCONSIN,February,Flood,KENOSHA,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
CALIFORNIA,January,Flood,ORANGE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
OHIO,January,Flood,WASHINGTON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
OHIO,January,Flood,MORGAN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WEST VIRGINIA,February,Flood,TAYLOR,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSOURI,February,Flood,CHRISTIAN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WEST VIRGINIA,February,Flood,WYOMING,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSOURI,February,Flood,GREENE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSOURI,February,Flood,WEBSTER,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
KENTUCKY,February,Flood,LAWRENCE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
VIRGINIA,February,Flood,NORTON (C),0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ILLINOIS,March,Flood,JACKSON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MISSOURI,March,Flood,CAPE GIRARDEAU,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ILLINOIS,April,Flood,JACKSON,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
OHIO,April,Flood,ATHENS,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ILLINOIS,April,Flood,WHITE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ILLINOIS,April,Flood,ALEXANDER,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ILLINOIS,April,Flood,WHITE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WEST VIRGINIA,April,Flood,RANDOLPH,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ILLINOIS,April,Flood,MASSAC,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
ILLINOIS,April,Flood,POPE,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
KENTUCKY,April,Flood,GRAVES,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
TENNESSEE,April,Flood,CUMBERLAND,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
KENTUCKY,September,Flood,HARLAN,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
IDAHO,April,Flood,CLEARWATER,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MASSACHUSETTS,May,Flood,WORCESTER,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
IDAHO,May,Flood,BONNER,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
MASSACHUSETTS,May,Flood,WORCESTER,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
KENTUCKY,May,Flood,DAVIESS,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
NORTH CAROLINA,May,Flood,CALDWELL,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
WASHINGTON,May,Flood,FERRY,0,0,0,0,0,0,5.00K,0.00K,5000,0,5000,0.000333333
